"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1600876532","1","","Aggregated",1.80,0.00,63,65,70,74,85,100,100,100,100,100,100,100,79,0,66,92,39,675,14394
"1600876534","1","","Aggregated",1.70,0.00,62,65,69,74,85,100,100,100,100,100,100,100,83,0,65,90,39,675,14402
"1600876536","1","","Aggregated",1.80,0.00,61,62,65,69,88,100,100,100,100,100,100,100,87,0,65,89,39,675,14437
"1600876538","1","","Aggregated",1.80,0.00,61,62,65,65,88,180,180,180,180,180,180,180,89,0,65,90,39,675,14475
"1600876540","1","","Aggregated",1.80,0.00,61,62,65,69,88,180,180,180,180,180,180,180,93,0,63,88,39,675,14434
"1600876542","1","","Aggregated",1.60,0.00,59,61,66,69,88,180,180,180,180,180,180,180,97,0,63,87,39,675,14440
"1600876544","1","","Aggregated",1.80,0.00,61,66,73,85,95,180,180,180,180,180,180,180,101,0,63,87,39,675,14500
"1600876546","1","","Aggregated",1.80,0.00,58,66,69,73,95,180,180,180,180,180,180,180,105,0,63,85,39,675,14542
"1600876548","1","","Aggregated",1.80,0.00,58,66,69,73,85,95,95,95,95,95,95,95,107,0,63,85,39,675,14563
"1600876550","1","","Aggregated",1.70,0.00,58,64,66,69,73,95,95,95,95,95,95,95,111,0,63,84,39,675,14525
"1600876552","1","","Aggregated",1.80,0.00,58,66,69,73,81,95,95,95,95,95,95,95,115,0,63,83,39,675,14497
"1600876554","1","","Aggregated",1.80,0.00,58,64,69,70,79,81,81,81,81,81,81,81,119,0,63,82,39,675,14460
"1600876556","1","","Aggregated",1.80,0.00,58,65,66,70,79,81,81,81,81,81,81,81,122,0,63,82,39,675,14331
"1600876559","1","","Aggregated",1.80,0.00,64,66,70,70,80,81,81,81,81,81,81,81,125,0,63,81,39,675,14482
"1600876561","1","","Aggregated",1.70,0.00,65,70,79,79,81,110,110,110,110,110,110,110,129,0,63,81,39,675,14559
"1600876563","1","","Aggregated",1.80,0.00,64,67,72,72,80,110,110,110,110,110,110,110,133,0,63,80,39,675,14534
"1600876565","1","","Aggregated",1.80,0.00,65,72,78,78,110,110,110,110,110,110,110,110,137,0,63,80,39,675,14512
"1600876567","1","","Aggregated",1.80,0.00,67,72,78,78,110,110,110,110,110,110,110,110,139,0,63,80,39,675,14500
"1600876569","1","","Aggregated",1.60,0.00,61,69,74,74,110,110,110,110,110,110,110,110,143,0,63,79,39,675,14519
"1600876571","1","","Aggregated",1.80,0.00,61,68,72,72,100,110,110,110,110,110,110,110,147,0,63,79,39,675,14515
"1600876573","1","","Aggregated",1.80,0.00,56,64,68,68,78,100,100,100,100,100,100,100,151,0,63,78,39,675,14529
"1600876575","1","","Aggregated",1.80,0.00,60,64,67,68,69,100,100,100,100,100,100,100,155,0,63,78,39,675,14562
"1600876577","1","","Aggregated",1.80,0.00,64,67,69,69,80,100,100,100,100,100,100,100,157,0,63,78,39,675,14580
"1600876579","1","","Aggregated",1.80,0.00,64,64,67,67,80,85,85,85,85,85,85,85,161,0,63,77,39,675,14602
"1600876581","1","","Aggregated",1.80,0.00,60,64,67,67,80,85,85,85,85,85,85,85,165,0,62,77,39,675,14601
"1600876583","1","","Aggregated",1.80,0.00,61,64,69,77,84,85,85,85,85,85,85,85,169,0,62,76,39,675,14615
"1600876585","1","","Aggregated",1.80,0.00,60,64,77,77,84,85,85,85,85,85,85,85,171,0,62,76,39,675,14633
"1600876587","1","","Aggregated",1.60,0.00,60,61,69,69,84,85,85,85,85,85,85,85,175,0,62,76,39,675,14619
"1600876589","1","","Aggregated",1.80,0.00,61,61,69,69,77,84,84,84,84,84,84,84,179,0,62,75,39,675,14618
"1600876591","1","","Aggregated",1.80,0.00,58,61,68,68,69,77,77,77,77,77,77,77,183,0,62,75,39,675,14648
"1600876593","1","","Aggregated",1.80,0.00,59,61,68,69,72,73,73,73,73,73,73,73,187,0,62,75,39,675,14668
"1600876595","1","","Aggregated",1.80,0.00,59,61,69,69,73,130,130,130,130,130,130,130,189,0,62,75,39,675,14679
"1600876597","1","","Aggregated",1.80,0.00,59,67,72,72,73,130,130,130,130,130,130,130,193,0,62,75,39,675,14665
"1600876599","1","","Aggregated",1.80,0.00,60,72,73,73,94,130,130,130,130,130,130,130,197,0,62,74,39,675,14646
"1600876601","1","","Aggregated",1.80,0.00,68,73,77,77,94,130,130,130,130,130,130,130,201,0,62,74,39,675,14622
"1600876603","1","","Aggregated",1.80,0.00,60,68,73,77,94,130,130,130,130,130,130,130,204,0,62,74,39,675,14542
"1600876605","1","","Aggregated",1.60,0.00,60,63,73,73,86,94,94,94,94,94,94,94,207,0,62,74,39,675,14631
"1600876607","1","","Aggregated",1.80,0.00,59,63,66,66,77,86,86,86,86,86,86,86,211,0,61,73,39,675,14631
"1600876609","1","","Aggregated",1.80,0.00,58,61,63,63,66,68,68,68,68,68,68,68,215,0,61,73,39,675,14673
"1600876611","1","","Aggregated",1.80,0.00,53,59,63,63,65,66,66,66,66,66,66,66,219,0,61,72,39,675,14665
"1600876613","1","","Aggregated",1.80,0.00,53,58,61,63,65,66,66,66,66,66,66,66,223,0,61,72,39,675,14664
"1600876615","1","","Aggregated",1.80,0.00,53,58,59,59,65,65,65,65,65,65,65,65,225,0,61,72,39,675,14660
"1600876617","1","","Aggregated",1.80,0.00,51,58,59,59,65,250,250,250,250,250,250,250,229,0,61,72,35,675,14688
"1600876619","1","","Aggregated",1.80,0.00,54,59,59,65,140,250,250,250,250,250,250,250,234,0,61,72,35,675,14610
"1600876621","1","","Aggregated",1.70,0.00,56,59,61,66,140,250,250,250,250,250,250,250,237,0,61,72,35,675,14541
"1600876623","1","","Aggregated",1.70,0.00,59,61,69,89,140,250,250,250,250,250,250,250,241,0,61,72,35,675,14542
"1600876625","1","","Aggregated",2.00,0.00,59,66,69,89,140,250,250,250,250,250,250,250,245,0,61,72,35,675,14574
"1600876627","1","","Aggregated",2.00,0.00,61,64,66,69,98,140,140,140,140,140,140,140,249,0,61,72,35,675,14575
"1600876629","1","","Aggregated",2.00,0.00,61,62,64,66,69,89,89,89,89,89,89,89,253,0,61,71,35,675,14578
"1600876631","1","","Aggregated",1.70,0.00,61,62,64,64,67,89,89,89,89,89,89,89,255,0,61,71,35,675,14466
"1600876633","1","","Aggregated",1.90,0.00,61,62,63,64,67,67,67,67,67,67,67,67,258,0,61,71,35,675,14578
"1600876635","1","","Aggregated",1.70,0.00,50,61,62,63,67,67,67,67,67,67,67,67,262,0,60,71,35,675,14569
"1600876637","1","","Aggregated",1.70,0.00,50,62,62,63,67,68,68,68,68,68,68,68,266,0,60,71,35,675,14567
"1600876639","1","","Aggregated",1.70,0.00,55,62,67,67,68,69,69,69,69,69,69,69,270,0,60,70,35,675,14572
"1600876641","1","","Aggregated",1.70,0.00,55,60,62,63,68,69,69,69,69,69,69,69,274,0,60,70,35,675,14581
"1600876643","1","","Aggregated",1.70,0.00,60,63,68,68,71,100,100,100,100,100,100,100,276,0,60,70,35,675,14605
"1600876645","1","","Aggregated",1.80,0.00,57,62,67,67,71,100,100,100,100,100,100,100,280,0,60,70,35,675,14586
"1600876647","1","","Aggregated",1.80,0.00,55,62,63,69,75,100,100,100,100,100,100,100,284,0,60,70,35,675,14574
"1600876649","1","","Aggregated",1.80,0.00,58,61,63,71,75,100,100,100,100,100,100,100,288,0,60,70,35,675,14582
"1600876651","1","","Aggregated",1.80,0.00,58,62,67,71,75,100,100,100,100,100,100,100,291,0,60,69,35,675,14527
"1600876653","1","","Aggregated",1.80,0.00,58,59,62,62,73,75,75,75,75,75,75,75,294,0,60,69,35,675,14573
"1600876655","1","","Aggregated",1.80,0.00,58,58,61,61,71,73,73,73,73,73,73,73,298,0,59,69,35,675,14577
"1600876657","1","","Aggregated",1.80,0.00,58,59,67,67,72,73,73,73,73,73,73,73,302,0,59,69,35,675,14593
"1600876659","1","","Aggregated",1.70,0.00,58,59,67,71,76,86,86,86,86,86,86,86,306,0,59,69,35,675,14612
"1600876661","1","","Aggregated",1.80,0.00,58,67,71,71,76,86,86,86,86,86,86,86,308,0,59,69,35,675,14612
"1600876663","1","","Aggregated",1.80,0.00,58,69,75,75,79,86,86,86,86,86,86,86,312,0,59,69,35,675,14612
"1600876665","1","","Aggregated",1.80,0.00,58,67,75,75,79,86,86,86,86,86,86,86,316,0,59,69,35,675,14619
"1600876667","1","","Aggregated",1.80,0.00,58,67,73,75,79,86,86,86,86,86,86,86,320,0,59,68,35,675,14626
"1600876669","1","","Aggregated",1.70,0.00,58,61,67,69,75,79,79,79,79,79,79,79,324,0,59,68,35,675,14610
"1600876671","1","","Aggregated",1.80,0.00,58,61,67,67,78,79,79,79,79,79,79,79,326,0,59,68,35,675,14614
"1600876673","1","","Aggregated",1.80,0.00,58,61,67,67,73,78,78,78,78,78,78,78,330,0,59,68,35,675,14630
"1600876675","1","","Aggregated",1.80,0.00,58,62,67,68,73,78,78,78,78,78,78,78,334,0,59,68,35,675,14642
"1600876677","1","","Aggregated",1.80,0.00,58,61,64,68,71,78,78,78,78,78,78,78,338,0,59,68,35,675,14636
"1600876679","1","","Aggregated",1.80,0.00,61,68,71,71,81,87,87,87,87,87,87,87,342,0,59,68,35,675,14631
"1600876681","1","","Aggregated",1.80,0.00,64,68,71,71,81,87,87,87,87,87,87,87,344,0,59,68,35,675,14624
"1600876683","1","","Aggregated",1.80,0.00,64,68,71,71,81,87,87,87,87,87,87,87,348,0,59,68,35,675,14610
"1600876685","1","","Aggregated",1.80,0.00,61,64,69,71,81,87,87,87,87,87,87,87,352,0,59,68,35,675,14603
"1600876687","1","","Aggregated",1.70,0.00,64,68,69,73,81,87,87,87,87,87,87,87,356,0,59,68,35,675,14621
"1600876689","1","","Aggregated",1.80,0.00,57,64,69,69,77,79,79,79,79,79,79,79,360,0,59,67,35,675,14636
"1600876691","1","","Aggregated",1.80,0.00,56,60,69,69,73,79,79,79,79,79,79,79,362,0,59,67,35,675,14631
"1600876693","1","","Aggregated",1.80,0.00,60,64,69,69,79,93,93,93,93,93,93,93,366,0,59,67,35,675,14622
"1600876695","1","","Aggregated",1.80,0.00,62,64,69,71,79,93,93,93,93,93,93,93,370,0,59,67,35,675,14627
"1600876697","1","","Aggregated",1.70,0.00,64,64,71,72,79,93,93,93,93,93,93,93,374,0,59,67,35,675,14625
"1600876699","1","","Aggregated",1.80,0.00,64,69,71,71,74,93,93,93,93,93,93,93,377,0,60,67,35,675,14582
"1600876701","1","","Aggregated",1.80,0.00,64,69,71,71,73,74,74,74,74,74,74,74,380,0,59,67,35,675,14624
"1600876703","1","","Aggregated",1.80,0.00,63,69,71,72,73,74,74,74,74,74,74,74,384,0,59,67,35,675,14637
"1600876705","1","","Aggregated",1.70,0.00,63,69,72,72,73,74,74,74,74,74,74,74,388,0,59,67,35,675,14652
"1600876707","1","","Aggregated",1.80,0.00,63,68,72,73,82,85,85,85,85,85,85,85,392,0,60,67,35,675,14652
"1600876709","1","","Aggregated",1.80,0.00,68,72,73,73,82,85,85,85,85,85,85,85,394,0,60,67,35,675,14651
"1600876711","1","","Aggregated",1.80,0.00,64,69,73,73,82,85,85,85,85,85,85,85,398,0,60,67,35,675,14657
"1600876713","1","","Aggregated",1.80,0.00,68,69,73,73,82,85,85,85,85,85,85,85,402,0,60,67,35,675,14663
"1600876715","1","","Aggregated",1.70,0.00,69,70,72,73,82,85,85,85,85,85,85,85,406,0,60,67,35,675,14654
"1600876717","1","","Aggregated",1.80,0.00,62,69,70,71,73,75,75,75,75,75,75,75,410,0,60,67,35,675,14664
"1600876719","1","","Aggregated",1.80,0.00,58,65,69,69,72,73,73,73,73,73,73,73,412,0,60,67,35,675,14670
"1600876721","1","","Aggregated",1.80,0.00,53,65,67,71,73,120,120,120,120,120,120,120,416,0,60,67,35,675,14679
"1600876723","1","","Aggregated",1.70,0.00,60,62,65,67,72,120,120,120,120,120,120,120,420,0,60,67,35,675,14679
"1600876725","1","","Aggregated",1.80,0.00,59,62,64,65,68,120,120,120,120,120,120,120,424,0,59,66,35,675,14674
"1600876727","1","","Aggregated",1.80,0.00,59,62,67,67,74,120,120,120,120,120,120,120,428,0,59,66,35,675,14662
"1600876729","1","","Aggregated",1.80,0.00,59,62,67,67,72,74,74,74,74,74,74,74,430,0,59,66,35,675,14657
"1600876731","1","","Aggregated",1.80,0.00,59,60,65,67,72,74,74,74,74,74,74,74,434,0,59,66,35,675,14651
"1600876733","1","","Aggregated",1.70,0.00,59,65,67,67,72,74,74,74,74,74,74,74,438,0,59,66,35,675,14665
"1600876735","1","","Aggregated",1.80,0.00,60,65,67,67,72,74,74,74,74,74,74,74,442,0,59,66,35,675,14663
"1600876737","1","","Aggregated",1.80,0.00,59,63,65,67,72,76,76,76,76,76,76,76,446,0,59,66,35,675,14676
"1600876739","1","","Aggregated",1.80,0.00,60,65,67,69,76,120,120,120,120,120,120,120,448,0,59,66,35,675,14677
"1600876741","1","","Aggregated",1.80,0.00,63,65,69,69,76,120,120,120,120,120,120,120,452,0,60,66,35,675,14676
"1600876743","1","","Aggregated",1.80,0.00,63,65,69,70,76,120,120,120,120,120,120,120,456,0,60,66,35,675,14693
"1600876745","1","","Aggregated",1.80,0.00,65,69,75,75,120,280,280,280,280,280,280,280,458,0,60,66,35,675,14688
"1600876747","1","","Aggregated",1.80,0.00,64,69,70,75,140,280,280,280,280,280,280,280,463,0,60,66,35,675,14648
"1600876749","1","","Aggregated",1.70,0.00,61,65,69,70,140,280,280,280,280,280,280,280,468,0,59,66,35,675,14609
"1600876751","1","","Aggregated",1.70,0.00,57,65,70,70,140,280,280,280,280,280,280,280,472,0,59,66,35,675,14624
"1600876753","1","","Aggregated",2.00,0.00,57,63,67,70,140,280,280,280,280,280,280,280,475,0,59,66,35,675,14599
"1600876755","1","","Aggregated",2.00,0.00,57,58,63,64,70,77,77,77,77,77,77,77,478,0,59,66,35,675,14629
"1600876757","1","","Aggregated",1.90,0.00,57,58,63,67,70,77,77,77,77,77,77,77,482,0,59,66,35,675,14630
"1600876759","1","","Aggregated",1.90,0.00,57,63,63,67,70,75,75,75,75,75,75,75,485,0,59,66,35,675,14617
"1600876761","1","","Aggregated",1.90,0.00,57,63,63,67,75,77,77,77,77,77,77,77,489,0,59,66,35,675,14626
"1600876763","1","","Aggregated",1.70,0.00,57,63,65,67,75,77,77,77,77,77,77,77,493,0,59,66,35,675,14622
"1600876765","1","","Aggregated",1.70,0.00,62,65,67,67,75,77,77,77,77,77,77,77,495,0,59,66,35,675,14623
"1600876767","1","","Aggregated",1.70,0.00,62,65,67,72,77,77,77,77,77,77,77,77,499,0,59,66,35,675,14625
"1600876769","1","","Aggregated",1.70,0.00,52,63,65,72,77,77,77,77,77,77,77,77,503,0,59,66,35,675,14629
"1600876771","1","","Aggregated",1.70,0.00,52,63,65,72,76,77,77,77,77,77,77,77,507,0,59,66,35,675,14635
"1600876773","1","","Aggregated",1.80,0.00,57,69,72,73,77,79,79,79,79,79,79,79,510,0,59,66,35,675,14604
"1600876775","1","","Aggregated",1.80,0.00,57,63,69,73,77,79,79,79,79,79,79,79,513,0,59,66,35,675,14625
"1600876777","1","","Aggregated",1.70,0.00,57,65,69,73,79,87,87,87,87,87,87,87,517,0,59,66,35,675,14629
"1600876780","1","","Aggregated",1.80,0.00,57,63,69,69,79,87,87,87,87,87,87,87,521,0,59,66,35,675,14627
"1600876782","1","","Aggregated",1.80,0.00,57,63,69,69,71,87,87,87,87,87,87,87,525,0,59,66,35,675,14625
"1600876784","1","","Aggregated",1.80,0.00,62,65,66,69,71,87,87,87,87,87,87,87,528,0,59,65,35,675,14598
"1600876786","1","","Aggregated",1.80,0.00,58,63,66,66,69,71,71,71,71,71,71,71,531,0,59,65,35,675,14634
"1600876786","0","","Aggregated",1.60,0.00,58,63,66,69,71,79,79,79,79,79,79,79,533,0,59,65,35,675,14639
