"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1600778748","64","","Aggregated",117.50,0.00,41,46,49,51,56,65,74,84,110,120,120,120,8798,0,43,57,20,2233,8751
"1600778750","64","","Aggregated",117.00,0.00,41,47,50,51,57,64,74,84,120,1000,1000,1000,9041,0,43,57,20,2233,8761
"1600778752","64","","Aggregated",117.40,0.00,41,47,50,51,56,64,74,84,120,1000,1000,1000,9270,0,43,57,20,2233,8758
"1600778754","64","","Aggregated",118.20,0.00,43,48,50,52,58,66,77,88,120,1000,1000,1000,9511,0,43,56,20,2233,8754
"1600778756","64","","Aggregated",117.00,0.00,44,48,51,52,58,65,72,78,120,1000,1000,1000,9752,0,43,56,20,2233,8766
"1600778758","64","","Aggregated",117.70,0.00,44,48,51,52,57,63,70,73,120,120,120,120,9994,0,43,56,20,2233,8797
"1600778760","64","","Aggregated",117.60,0.00,44,49,51,53,58,64,72,76,120,120,120,120,10226,0,44,56,20,2233,8822
"1600778762","64","","Aggregated",117.30,0.00,45,49,52,54,60,65,72,76,93,100,100,100,10459,0,44,55,20,2233,8823
"1600778764","64","","Aggregated",117.20,0.00,45,50,53,54,60,65,73,78,93,100,100,100,10698,0,44,55,20,2233,8827
"1600778766","64","","Aggregated",117.00,0.00,45,50,54,55,60,65,75,79,130,150,150,150,10936,0,44,55,20,2233,8845
"1600778768","64","","Aggregated",117.00,0.00,45,50,54,56,61,66,75,79,130,150,150,150,11175,0,44,55,20,2233,8837
"1600778770","64","","Aggregated",117.30,0.00,45,49,53,54,60,63,70,75,130,150,150,150,11410,0,44,54,20,2233,8829
"1600778772","64","","Aggregated",117.20,0.00,45,49,52,54,59,64,73,78,130,150,150,150,11649,0,44,54,20,2233,8850
"1600778774","64","","Aggregated",116.90,0.00,45,49,52,54,59,63,72,76,130,150,150,150,11881,0,44,54,20,2233,8871
"1600778776","64","","Aggregated",117.60,0.00,44,48,51,53,59,64,71,76,86,89,89,89,12122,0,44,54,20,2233,8881
"1600778778","64","","Aggregated",117.00,0.00,44,48,51,53,58,63,71,76,86,89,89,89,12366,0,44,54,20,2233,8869
"1600778780","64","","Aggregated",117.10,0.00,44,48,51,53,58,64,71,75,82,84,84,84,12600,0,44,53,20,2233,8848
"1600778782","64","","Aggregated",117.50,0.00,44,48,50,52,57,62,69,75,82,82,82,82,12837,0,44,53,20,2233,8827
"1600778785","64","","Aggregated",117.30,0.00,44,48,50,51,57,62,69,73,80,81,81,81,13074,0,44,53,20,2233,8815
"1600778787","64","","Aggregated",117.90,0.00,44,48,50,52,57,63,69,73,81,83,83,83,13308,0,44,53,20,2233,8832
"1600778789","64","","Aggregated",117.70,0.00,44,48,51,53,58,63,71,76,83,85,85,85,13550,0,44,53,20,2233,8835
"1600778791","64","","Aggregated",117.50,0.00,43,48,51,53,57,63,71,74,83,85,85,85,13787,0,44,53,20,2233,8860
"1600778793","64","","Aggregated",117.70,0.00,42,47,50,52,58,63,71,77,85,100,100,100,14029,0,44,52,20,2233,8859
"1600778795","64","","Aggregated",118.10,0.00,41,46,49,51,57,62,69,77,85,100,100,100,14267,0,44,52,20,2233,8856
"1600778797","64","","Aggregated",117.30,0.00,41,46,49,51,57,63,73,100,160,230,230,230,14499,0,44,52,15,2233,8875
"1600778799","64","","Aggregated",118.10,0.00,41,47,51,53,70,120,160,170,230,240,240,240,14751,0,44,52,12,2233,8856
"1600778801","64","","Aggregated",119.00,0.00,42,48,52,57,94,130,160,170,230,240,240,240,15028,0,43,52,12,2233,8817
"1600778803","64","","Aggregated",121.70,0.00,42,48,52,57,92,130,160,170,230,240,240,240,15308,0,43,52,12,2233,8778
"1600778805","64","","Aggregated",125.70,0.00,42,48,52,56,92,130,160,170,230,240,240,240,15554,0,43,52,12,2233,8796
"1600778807","64","","Aggregated",128.20,0.00,41,46,50,53,73,100,140,160,230,240,240,240,15797,0,43,52,12,2233,8808
"1600778809","64","","Aggregated",127.50,0.00,41,45,48,49,55,61,77,87,110,120,120,120,16034,0,43,52,12,2233,8811
"1600778811","64","","Aggregated",126.90,0.00,40,44,47,49,54,60,72,81,100,110,110,110,16267,0,43,51,12,2233,8784
"1600778813","64","","Aggregated",124.10,0.00,38,42,46,47,53,57,64,69,84,86,86,86,16460,0,43,51,12,2233,8814
"1600778815","64","","Aggregated",115.30,0.00,36,41,44,46,52,56,63,70,79,90,90,90,16705,0,43,51,12,2233,8820
"1600778817","64","","Aggregated",112.40,0.00,35,40,43,46,52,56,63,69,79,90,90,90,16943,0,43,51,12,2233,8812
"1600778819","64","","Aggregated",113.00,0.00,36,41,44,46,52,57,65,71,85,90,90,90,17179,0,43,51,12,2233,8807
"1600778821","64","","Aggregated",112.70,0.00,38,42,46,48,53,59,68,74,90,110,110,110,17414,0,43,51,12,2233,8819
"1600778823","64","","Aggregated",112.60,0.00,38,42,46,48,52,59,67,71,90,110,110,110,17662,0,43,50,12,2233,8837
"1600778825","64","","Aggregated",117.60,0.00,39,43,46,48,52,58,66,70,85,110,110,110,17901,0,43,50,12,2233,8828
"1600778827","64","","Aggregated",119.20,0.00,39,44,47,48,53,61,67,75,94,110,110,110,18138,0,43,50,12,2233,8815
"1600778829","64","","Aggregated",118.20,0.00,40,45,48,50,55,61,68,75,94,99,99,99,18370,0,43,50,12,2233,8812
"1600778831","64","","Aggregated",117.80,0.00,40,45,49,50,56,62,73,78,94,99,99,99,18615,0,43,50,12,2233,8813
"1600778833","64","","Aggregated",118.20,0.00,42,47,50,52,58,64,75,81,99,140,140,140,18851,0,43,50,12,2233,8810
"1600778835","64","","Aggregated",117.50,0.00,43,48,51,53,60,66,76,81,99,140,140,140,19093,0,43,50,12,2233,8811
"1600778837","64","","Aggregated",116.70,0.00,43,48,51,53,60,66,74,79,97,140,140,140,19329,0,43,50,12,2233,8822
"1600778839","64","","Aggregated",117.70,0.00,43,48,51,53,60,67,76,80,97,140,140,140,19565,0,43,50,12,2233,8836
"1600778841","64","","Aggregated",117.90,0.00,43,48,51,54,60,67,77,81,97,100,100,100,19796,0,43,50,12,2233,8840
"1600778843","64","","Aggregated",117.30,0.00,44,49,52,54,61,67,75,80,91,100,100,100,20040,0,43,50,12,2233,8841
"1600778845","64","","Aggregated",116.90,0.00,44,49,52,54,60,66,75,80,91,100,100,100,20277,0,43,49,12,2233,8846
"1600778847","64","","Aggregated",117.20,0.00,44,48,52,54,60,66,74,78,91,100,100,100,20521,0,43,49,12,2233,8846
"1600778849","64","","Aggregated",117.20,0.00,43,48,51,52,58,63,70,74,91,91,91,91,20763,0,43,49,12,2233,8836
"1600778851","64","","Aggregated",116.90,0.00,43,47,49,51,56,62,67,73,89,91,91,91,20991,0,43,49,12,2233,8844
"1600778853","64","","Aggregated",118.00,0.00,43,47,50,52,56,62,69,75,99,120,120,120,21225,0,43,49,12,2233,8856
"1600778855","64","","Aggregated",117.70,0.00,43,47,50,52,57,62,72,81,100,120,120,120,21465,0,43,49,12,2233,8862
"1600778857","64","","Aggregated",117.60,0.00,43,47,50,52,57,62,72,87,100,120,120,120,21709,0,43,49,12,2233,8854
"1600778859","64","","Aggregated",117.10,0.00,43,47,50,52,57,62,74,86,100,120,120,120,21948,0,43,49,12,2233,8844
"1600778861","64","","Aggregated",117.90,0.00,43,47,50,52,57,61,71,80,100,100,100,100,22185,0,43,49,12,2233,8830
"1600778863","64","","Aggregated",117.30,0.00,42,46,50,52,57,61,70,80,95,99,99,99,22426,0,43,49,12,2233,8822
"1600778866","64","","Aggregated",118.00,0.00,42,46,49,52,57,61,68,77,86,86,86,86,22657,0,43,49,12,2233,8826
"1600778868","64","","Aggregated",118.10,0.00,42,47,50,52,58,61,71,81,96,97,97,97,22895,0,43,49,12,2233,8844
"1600778870","64","","Aggregated",117.40,0.00,41,46,49,52,57,62,75,82,96,97,97,97,23135,0,43,49,12,2233,8845
"1600778872","64","","Aggregated",118.00,0.00,41,46,49,51,57,62,75,80,96,97,97,97,23379,0,43,49,12,2233,8834
"1600778874","64","","Aggregated",118.10,0.00,42,47,50,53,58,64,75,82,96,97,97,97,23606,0,43,49,12,2233,8831
"1600778876","64","","Aggregated",116.60,0.00,42,48,51,53,60,67,77,86,100,110,110,110,23850,0,43,48,12,2233,8834
"1600778878","64","","Aggregated",118.90,0.00,43,48,51,54,60,66,76,85,100,110,110,110,24094,0,43,48,12,2233,8829
"1600778880","64","","Aggregated",117.90,0.00,44,49,52,55,61,67,76,86,100,110,110,110,24326,0,43,48,12,2233,8832
"1600778882","64","","Aggregated",117.30,0.00,44,50,54,56,63,70,79,88,110,110,110,110,24563,0,43,48,12,2233,8841
"1600778884","64","","Aggregated",116.60,0.00,44,50,53,55,62,68,77,83,94,110,110,110,24795,0,43,48,12,2233,8853
"1600778886","64","","Aggregated",117.20,0.00,44,50,54,55,62,69,79,87,110,110,110,110,25028,0,43,48,12,2233,8857
"1600778888","64","","Aggregated",116.30,0.00,45,50,53,55,62,69,78,88,110,110,110,110,25274,0,43,48,12,2233,8857
"1600778890","64","","Aggregated",117.00,0.00,45,49,53,55,62,67,75,86,110,110,110,110,25511,0,43,48,12,2233,8861
"1600778892","64","","Aggregated",117.50,0.00,45,49,53,55,61,68,75,90,110,290,290,290,25751,0,43,48,12,2233,8863
"1600778894","64","","Aggregated",117.10,0.00,44,48,52,54,61,67,73,79,97,290,290,290,25988,0,43,48,12,2233,8859
"1600778896","64","","Aggregated",117.10,0.00,44,49,53,55,61,66,73,79,97,290,290,290,26223,0,43,48,12,2233,8863
"1600778898","64","","Aggregated",116.60,0.00,44,49,53,55,61,66,73,79,97,290,290,290,26457,0,43,48,12,2233,8873
"1600778900","64","","Aggregated",117.30,0.00,44,49,53,55,60,66,75,82,93,290,290,290,26688,0,43,48,12,2233,8878
"1600778902","64","","Aggregated",117.00,0.00,44,49,53,55,60,66,76,82,96,110,110,110,26930,0,43,48,12,2233,8878
"1600778904","64","","Aggregated",117.80,0.00,44,49,52,54,60,66,72,79,96,110,110,110,27179,0,43,48,12,2233,8869
"1600778906","64","","Aggregated",117.90,0.00,43,48,51,53,59,66,73,79,96,110,110,110,27416,0,43,48,12,2233,8859
"1600778908","64","","Aggregated",117.10,0.00,43,48,51,53,59,65,71,77,98,110,110,110,27656,0,43,48,12,2233,8852
"1600778910","64","","Aggregated",116.50,0.00,43,48,51,53,59,64,70,73,91,98,98,98,27885,0,43,48,12,2233,8852
"1600778912","64","","Aggregated",117.30,0.00,44,49,53,55,62,68,75,79,98,100,100,100,28115,0,43,48,12,2233,8858
"1600778914","64","","Aggregated",117.00,0.00,44,49,53,55,61,69,75,79,100,100,100,100,28354,0,43,48,12,2233,8863
"1600778916","64","","Aggregated",117.80,0.00,44,49,52,55,62,69,77,79,100,100,100,100,28601,0,43,48,12,2233,8871
"1600778918","64","","Aggregated",117.80,0.00,43,48,52,54,61,67,75,79,100,100,100,100,28843,0,43,48,12,2233,8868
"1600778920","64","","Aggregated",117.30,0.00,42,47,51,53,61,67,78,120,240,360,360,360,29080,0,43,48,12,2233,8874
"1600778922","64","","Aggregated",116.90,0.00,41,46,50,53,64,92,130,140,240,360,360,360,29323,0,43,48,12,2233,8871
"1600778924","64","","Aggregated",118.50,0.00,41,47,51,56,79,120,140,150,240,360,360,360,29588,0,43,48,12,2233,8852
"1600778926","64","","Aggregated",119.60,0.00,42,47,52,57,84,120,130,150,240,360,360,360,29864,0,43,48,12,2233,8838
"1600778928","64","","Aggregated",124.30,0.00,42,48,53,57,85,120,130,150,240,360,360,360,30135,0,43,48,12,2233,8833
"1600778930","64","","Aggregated",127.10,0.00,42,47,51,55,79,110,130,140,170,170,170,170,30374,0,43,48,12,2233,8840
"1600778932","64","","Aggregated",128.70,0.00,41,46,49,51,62,83,120,130,160,170,170,170,30608,0,43,48,12,2233,8843
"1600778934","64","","Aggregated",127.40,0.00,40,45,47,49,55,62,77,87,100,100,100,100,30840,0,43,48,12,2233,8840
"1600778936","64","","Aggregated",125.10,0.00,39,44,46,48,53,60,72,82,100,100,100,100,31063,0,43,48,12,2233,8835
"1600778938","64","","Aggregated",119.70,0.00,37,42,45,46,51,56,65,75,100,100,100,100,31281,0,43,47,12,2233,8847
"1600778940","64","","Aggregated",115.40,0.00,35,41,44,46,50,54,62,72,99,100,100,100,31513,0,43,47,12,2233,8845
"1600778942","64","","Aggregated",112.90,0.00,36,41,44,45,50,54,59,63,99,100,100,100,31761,0,43,47,12,2233,8843
"1600778944","64","","Aggregated",112.50,0.00,37,42,44,46,50,55,62,69,100,220,220,220,31999,0,42,47,12,2233,8846
"1600778947","64","","Aggregated",114.10,0.00,38,43,45,47,52,57,67,73,100,220,220,220,32231,0,42,47,12,2233,8851
"1600778949","64","","Aggregated",115.90,0.00,39,44,46,48,54,59,72,80,100,220,220,220,32472,0,42,47,12,2233,8854
"1600778951","64","","Aggregated",118.20,0.00,39,44,47,49,55,62,73,86,200,220,220,220,32716,0,42,47,12,2233,8846
"1600778953","64","","Aggregated",119.20,0.00,40,45,48,50,57,64,74,84,150,200,200,200,32955,0,42,47,12,2233,8842
"1600778955","64","","Aggregated",117.70,0.00,41,46,50,52,58,64,73,80,150,200,200,200,33187,0,42,47,12,2233,8842
"1600778957","64","","Aggregated",118.10,0.00,42,47,50,52,59,64,73,79,150,200,200,200,33429,0,42,47,12,2233,8841
"1600778959","64","","Aggregated",118.10,0.00,43,48,51,53,60,64,73,78,150,200,200,200,33664,0,42,47,12,2233,8841
"1600778961","64","","Aggregated",117.60,0.00,44,48,51,53,60,65,71,77,100,110,110,110,33899,0,42,47,12,2233,8844
"1600778963","64","","Aggregated",116.80,0.00,44,49,52,54,61,66,74,78,100,110,110,110,34137,0,42,47,12,2233,8852
"1600778965","64","","Aggregated",117.40,0.00,44,49,52,54,61,67,76,81,100,110,110,110,34375,0,42,47,12,2233,8856
"1600778967","64","","Aggregated",116.70,0.00,44,48,52,53,59,67,77,84,110,110,110,110,34615,0,42,47,12,2233,8858
"1600778969","64","","Aggregated",117.90,0.00,44,48,51,53,58,64,75,82,110,110,110,110,34855,0,42,47,12,2233,8859
"1600778971","64","","Aggregated",117.40,0.00,44,48,51,52,57,62,71,81,110,110,110,110,35096,0,42,47,12,2233,8860
"1600778973","64","","Aggregated",117.60,0.00,44,48,51,52,57,62,72,80,110,110,110,110,35332,0,42,47,12,2233,8857
"1600778975","64","","Aggregated",117.40,0.00,44,48,51,52,57,62,72,78,91,98,98,98,35565,0,42,47,12,2233,8856
"1600778977","64","","Aggregated",117.60,0.00,44,48,51,53,58,64,73,79,91,98,98,98,35802,0,42,47,12,2233,8863
"1600778979","64","","Aggregated",117.10,0.00,44,48,52,54,59,65,74,80,92,98,98,98,36042,0,43,47,12,2233,8867
"1600778981","64","","Aggregated",117.70,0.00,44,48,52,54,59,66,73,79,91,92,92,92,36281,0,43,47,12,2233,8866
"1600778983","64","","Aggregated",117.80,0.00,44,48,52,54,60,66,73,79,92,100,100,100,36519,0,43,47,12,2233,8860
"1600778985","64","","Aggregated",117.00,0.00,44,48,52,54,60,66,72,79,92,100,100,100,36760,0,43,47,12,2233,8853
"1600778987","64","","Aggregated",117.40,0.00,43,48,51,53,58,64,71,79,92,100,100,100,36996,0,43,47,12,2233,8847
"1600778989","64","","Aggregated",117.10,0.00,43,47,50,52,57,64,70,78,86,100,100,100,37231,0,43,47,12,2233,8847
"1600778991","64","","Aggregated",117.30,0.00,42,47,50,52,57,63,71,78,91,92,92,92,37469,0,43,47,12,2233,8854
"1600778993","64","","Aggregated",117.20,0.00,42,46,50,52,57,63,73,80,92,95,95,95,37706,0,43,47,12,2233,8858
"1600778995","64","","Aggregated",118.50,0.00,41,46,50,52,56,63,74,79,97,100,100,100,37950,0,42,47,12,2233,8854
"1600778997","64","","Aggregated",117.80,0.00,41,47,51,52,57,63,74,80,97,100,100,100,38191,0,42,47,12,2233,8851
"1600778999","64","","Aggregated",117.90,0.00,42,48,51,53,59,64,75,81,110,120,120,120,38425,0,43,47,12,2233,8849
"1600779001","64","","Aggregated",117.40,0.00,43,49,52,54,59,66,77,81,110,120,120,120,38663,0,43,47,12,2233,8850
"1600779003","64","","Aggregated",117.50,0.00,44,49,53,55,60,67,76,80,110,120,120,120,38899,0,43,47,12,2233,8850
"1600779005","64","","Aggregated",117.00,0.00,45,50,54,56,61,68,77,81,110,120,120,120,39131,0,43,47,12,2233,8854
"1600779007","64","","Aggregated",117.60,0.00,45,50,54,56,62,70,78,84,110,120,120,120,39371,0,43,47,12,2233,8860
"1600779009","64","","Aggregated",117.00,0.00,45,50,53,56,61,67,76,82,95,96,96,96,39608,0,43,47,12,2233,8865
"1600779011","64","","Aggregated",116.80,0.00,45,50,53,55,61,67,76,83,95,96,96,96,39849,0,43,47,12,2233,8866
"1600779013","64","","Aggregated",116.70,0.00,45,49,53,55,60,67,73,83,95,96,96,96,40086,0,43,47,12,2233,8867
"1600779015","64","","Aggregated",116.90,0.00,45,48,52,55,60,65,72,81,95,100,100,100,40325,0,43,47,12,2233,8867
"1600779017","64","","Aggregated",117.20,0.00,44,49,53,55,60,66,73,81,100,120,120,120,40555,0,43,47,12,2233,8867
"1600779019","64","","Aggregated",117.30,0.00,44,48,52,54,59,65,71,77,100,120,120,120,40793,0,43,47,12,2233,8869
"1600779021","64","","Aggregated",117.10,0.00,44,48,52,54,59,66,73,82,120,120,120,120,41035,0,43,46,12,2233,8873
"1600779024","64","","Aggregated",117.10,0.00,44,48,52,54,61,68,78,86,120,120,120,120,41273,0,43,46,12,2233,8877
"1600779026","64","","Aggregated",117.40,0.00,44,48,52,54,61,68,78,86,100,120,120,120,41514,0,43,46,12,2233,8877
"1600779028","64","","Aggregated",117.60,0.00,44,48,51,54,60,67,78,84,100,120,120,120,41752,0,43,46,12,2233,8874
"1600779030","64","","Aggregated",117.80,0.00,43,48,51,54,60,67,75,84,93,94,94,94,41983,0,43,46,12,2233,8868
"1600779032","64","","Aggregated",117.40,0.00,43,47,51,54,60,67,77,85,98,110,110,110,42218,0,43,46,12,2233,8864
"1600779034","64","","Aggregated",117.00,0.00,43,48,51,54,60,65,77,85,110,130,130,130,42458,0,43,46,12,2233,8863
"1600779036","64","","Aggregated",118.00,0.00,43,48,51,53,59,66,79,87,110,130,130,130,42704,0,43,46,12,2233,8865
"1600779038","64","","Aggregated",117.50,0.00,43,48,51,53,59,65,75,85,110,130,130,130,42943,0,43,46,12,2233,8868
"1600779040","64","","Aggregated",117.20,0.00,42,47,51,53,59,64,71,79,110,130,130,130,43178,0,43,46,12,2233,8871
"1600779042","64","","Aggregated",118.00,0.00,41,47,50,52,57,63,71,79,240,260,260,260,43414,0,43,46,12,2233,8872
"1600779044","64","","Aggregated",118.10,0.00,40,46,49,51,58,65,78,110,240,260,260,260,43648,0,43,46,12,2233,8875
"1600779046","64","","Aggregated",117.00,0.00,39,46,49,52,61,79,120,130,260,390,390,390,43901,0,43,46,12,2233,8873
"1600779048","64","","Aggregated",119.20,0.00,40,46,51,54,70,110,130,140,260,390,390,390,44169,0,43,46,12,2233,8866
"1600779050","64","","Aggregated",120.20,0.00,40,47,51,55,83,120,130,140,260,390,390,390,44439,0,43,46,12,2233,8855
"1600779052","64","","Aggregated",123.40,0.00,41,47,51,55,83,110,130,140,190,390,390,390,44696,0,43,46,12,2233,8851
"1600779054","64","","Aggregated",126.40,0.00,41,46,50,53,75,110,130,140,190,390,390,390,44952,0,43,46,12,2233,8851
"1600779056","64","","Aggregated",128.70,0.00,40,45,48,50,63,83,120,130,160,190,190,190,45196,0,43,46,12,2233,8854
"1600779058","64","","Aggregated",127.00,0.00,40,44,47,49,55,66,83,100,140,190,190,190,45424,0,43,46,12,2233,8852
"1600779060","64","","Aggregated",125.90,0.00,39,43,46,48,53,59,68,73,140,140,140,140,45648,0,42,46,12,2233,8852
"1600779062","64","","Aggregated",120.70,0.00,37,42,45,47,52,56,66,69,81,100,100,100,45872,0,42,46,12,2233,8853
"1600779064","64","","Aggregated",116.30,0.00,36,41,44,46,51,55,61,67,81,100,100,100,46102,0,42,46,12,2233,8857
"1600779066","64","","Aggregated",112.90,0.00,35,40,43,45,50,54,60,66,79,80,80,80,46338,0,42,46,12,2233,8855
"1600779068","64","","Aggregated",113.00,0.00,36,41,44,45,50,54,62,72,79,80,80,80,46578,0,42,46,12,2233,8856
"1600779070","64","","Aggregated",113.10,0.00,37,41,44,46,50,54,60,72,79,83,83,83,46818,0,42,46,12,2233,8858
"1600779072","64","","Aggregated",115.70,0.00,37,41,44,45,50,55,64,72,83,110,110,110,47057,0,42,46,12,2233,8860
"1600779074","64","","Aggregated",117.00,0.00,37,42,44,46,50,55,65,72,110,110,110,110,47302,0,42,46,12,2233,8858
"1600779076","64","","Aggregated",118.60,0.00,38,43,45,46,51,55,64,70,110,110,110,110,47541,0,42,46,12,2233,8855
"1600779078","64","","Aggregated",118.10,0.00,39,44,46,48,52,57,69,73,110,110,110,110,47779,0,42,46,12,2233,8853
"1600779080","64","","Aggregated",118.40,0.00,40,45,47,49,54,60,70,78,89,110,110,110,48015,0,42,46,12,2233,8853
"1600779082","64","","Aggregated",118.30,0.00,41,46,48,50,55,63,71,77,89,110,110,110,48252,0,42,46,12,2233,8853
"1600779084","64","","Aggregated",118.40,0.00,43,47,50,52,57,64,72,78,93,97,97,97,48488,0,42,46,12,2233,8854
"1600779086","64","","Aggregated",117.70,0.00,43,48,51,53,58,65,74,78,97,110,110,110,48726,0,42,46,12,2233,8859
"1600779088","64","","Aggregated",117.50,0.00,43,48,51,53,58,65,73,78,97,110,110,110,48970,0,42,46,12,2233,8862
"1600779090","64","","Aggregated",117.10,0.00,43,48,51,53,57,63,71,75,97,110,110,110,49206,0,42,46,12,2233,8864
"1600779092","64","","Aggregated",117.10,0.00,44,49,51,53,57,64,72,76,97,110,110,110,49444,0,42,46,12,2233,8865
"1600779094","64","","Aggregated",117.10,0.00,44,49,52,53,58,64,71,75,98,110,110,110,49682,0,42,46,12,2233,8864
"1600779096","64","","Aggregated",117.60,0.00,44,48,52,54,59,64,73,80,97,98,98,98,49915,0,42,46,12,2233,8864
"1600779098","64","","Aggregated",117.40,0.00,44,48,52,54,59,64,72,80,97,98,98,98,50152,0,42,46,12,2233,8864
"1600779100","64","","Aggregated",117.40,0.00,44,49,52,54,60,65,75,84,100,110,110,110,50389,0,42,46,12,2233,8866
