Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1618474496,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618474497,1,,Aggregated,0.000000,0.000000,380,380,390,390,390,390,390,390,390,390,390,3,0,380.0,299.17565233333335,128.054416,391.49995799999994,5592.0
1618474498,1,,Aggregated,0.000000,0.000000,280,380,390,390,480,480,480,480,480,480,480,8,0,140.0,244.41885925000003,80.634125,476.3305830000002,7278.375
1618474499,1,,Aggregated,0.000000,0.000000,130,180,300,380,390,480,480,480,480,480,480,15,0,130.0,190.7999776666667,66.36374999999984,476.3305830000002,8015.866666666667
1618474500,1,,Aggregated,2.000000,0.000000,110,140,280,300,390,480,630,630,630,630,630,22,0,94,179.27917418181823,51.47695900000038,627.0740830000001,9693.318181818182
1618474501,1,,Aggregated,3.666667,0.000000,85,120,180,300,480,550,630,630,630,630,630,30,0,83,164.91073610000004,46.16733399999973,627.0740830000001,9485.266666666666
1618474502,1,,Aggregated,3.750000,0.000000,78,94,120,140,380,480,630,630,630,630,630,44,0,76,133.66841756818187,46.16733399999973,627.0740830000001,9886.545454545454
1618474503,1,,Aggregated,5.600000,0.000000,68,83,110,120,300,480,550,630,630,630,630,58,0,68,119.70159258620696,46.16733399999973,627.0740830000001,10033.827586206897
1618474504,1,,Aggregated,6.000000,0.000000,64,76,85,110,210,390,550,630,630,630,630,74,0,64,106.35872514864872,46.16733399999973,627.0740830000001,10128.608108108108
1618474505,1,,Aggregated,7.142857,0.000000,64,68,83,94,140,380,550,630,630,630,630,91,0,64,98.22704526373624,46.16733399999973,627.0740830000001,10458.604395604396
1618474506,1,,Aggregated,8.000000,0.000000,63,67,80,85,130,300,480,550,630,630,630,107,0,63,92.99220242990653,46.16733399999973,627.0740830000001,10529.233644859813
1618474507,1,,Aggregated,8.888889,0.000000,63,66,76,83,120,280,480,550,630,630,630,124,0,63,88.55901139516128,46.16733399999973,627.0740830000001,10384.532258064517
1618474508,1,,Aggregated,9.700000,0.000000,63,65,68,80,110,210,480,550,630,630,630,141,0,63,85.00260931914893,46.16733399999973,627.0740830000001,10520.609929078015
1618474509,1,,Aggregated,11.300000,0.000000,63,65,69,79,110,210,390,550,630,630,630,156,0,63,83.21316959615388,46.16733399999973,627.0740830000001,10451.429487179486
1618474510,1,,Aggregated,12.500000,0.000000,63,66,74,83,120,180,390,550,630,630,630,167,0,63,83.30850198802399,46.16733399999973,627.0740830000001,10587.179640718563
1618474511,1,,Aggregated,13.500000,0.000000,63,67,80,94,120,180,390,550,630,630,630,175,0,63,85.56395308571435,46.16733399999973,627.0740830000001,10599.908571428572
1618474512,1,,Aggregated,14.600000,0.000000,64,68,83,96,120,200,390,550,630,630,630,183,0,64,87.43367804918037,46.16733399999973,627.0740830000001,10585.344262295082
1618474513,1,,Aggregated,14.100000,0.000000,64,69,83,94,120,200,390,550,630,630,630,197,0,64,86.16425423857878,46.16733399999973,627.0740830000001,10629.939086294416
1618474514,1,,Aggregated,14.100000,0.000000,64,68,80,91,120,180,380,480,630,630,630,213,0,64,84.35024883568083,46.16733399999973,627.0740830000001,10597.394366197183
1618474515,1,,Aggregated,13.600000,0.000000,64,68,80,91,120,170,380,480,630,630,630,228,0,64,83.42570997368432,45.896125000002286,627.0740830000001,10604.828947368422
1618474516,1,,Aggregated,13.800000,0.000000,64,68,80,91,120,180,380,480,630,630,630,240,0,64,83.32761787500013,45.896125000002286,627.0740830000001,10712.566666666668
1618474517,1,,Aggregated,13.800000,0.000000,63,68,79,91,120,170,300,480,630,630,630,254,0,63,82.40585465354344,45.896125000002286,627.0740830000001,10572.240157480315
1618474518,1,,Aggregated,13.500000,0.000000,63,67,78,90,120,160,300,480,630,630,630,269,0,63,81.5845986617101,45.896125000002286,627.0740830000001,10572.996282527882
1618474519,1,,Aggregated,12.900000,0.000000,64,68,79,94,120,170,380,520,630,630,630,274,0,64,83.69753648905119,45.896125000002286,627.0740830000001,10587.744525547445
1618474520,1,,Aggregated,12.900000,0.000000,64,69,83,96,120,170,380,520,630,630,630,282,0,64,85.16266960992915,45.896125000002286,627.0740830000001,10569.251773049646
