"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1582131564",4908,0,279.70,0.00,220,647,45,10383.10,1043.36,250,480,670,780,1000,1300,1700,1900,2400,2600,2600,2600
"None","Aggregated","1582131567",5478,0,282.70,0.00,220,621,45,10383.10,963.83,240,460,640,760,1000,1200,1600,1800,2300,2400,2400,2400
"None","Aggregated","1582131569",6047,0,285.20,0.00,210,606,45,10383.10,895.06,240,480,680,790,1000,1200,1700,1900,2700,2800,2800,2800
"None","Aggregated","1582131571",6639,0,283.40,0.00,210,589,45,10383.10,836.03,210,440,690,810,1100,1300,1600,1800,2700,2800,2800,2800
"None","Aggregated","1582131573",7209,0,283.70,0.00,210,578,45,10383.10,788.35,190,410,700,840,1100,1300,1700,1900,2800,2800,2800,2800
"None","Aggregated","1582131575",7781,0,285.70,0.00,200,568,45,10383.10,749.94,180,400,740,870,1200,1300,1600,2000,2800,2800,2800,2800
"None","Aggregated","1582131577",8357,0,284.60,0.00,210,561,45,10383.10,745.18,190,440,750,870,1200,1300,1600,1900,2700,2800,2800,2800
"None","Aggregated","1582131579",8940,0,284.40,0.00,210,554,45,10383.10,741.58,200,440,730,860,1200,1300,1500,1800,2700,2800,2800,2800
"None","Aggregated","1582131581",9552,0,284.40,0.00,210,544,45,10383.10,719.19,220,440,710,840,1100,1300,1500,1600,2600,2700,2700,2700
"None","Aggregated","1582131583",10143,0,285.90,0.00,210,537,45,10383.10,693.49,230,410,680,810,1100,1300,1500,1600,2100,2100,2100,2100
"None","Aggregated","1582131585",10751,0,288.50,0.00,210,530,45,10383.10,667.45,230,370,620,770,1000,1300,1500,1700,2400,2600,2600,2600
"None","Aggregated","1582131587",11360,0,290.70,0.00,210,525,45,10383.10,644.16,230,360,600,750,1000,1300,1600,1900,2600,2600,2600,2600
"None","Aggregated","1582131589",11973,0,293.80,0.00,210,519,45,10383.10,623.11,220,340,600,750,1100,1300,1600,1800,2600,2600,2600,2600
"None","Aggregated","1582131591",12564,0,297.10,0.00,210,515,45,10383.10,609.04,210,340,600,750,1100,1300,1600,1800,2600,2600,2600,2600
"None","Aggregated","1582131593",13132,0,295.70,0.00,210,511,45,10383.10,605.06,210,370,650,780,1100,1300,1600,1900,2600,2600,2600,2600
"None","Aggregated","1582131595",13703,0,292.90,0.00,210,509,45,10383.10,607.07,220,380,690,810,1100,1300,1500,1900,2500,2500,2500,2500
"None","Aggregated","1582131597",14281,0,290.80,0.00,210,506,45,10383.10,601.84,220,380,690,810,1100,1300,1600,1900,2400,2500,2500,2500
"None","Aggregated","1582131599",14846,0,286.50,0.00,220,504,45,10383.10,602.83,230,380,670,800,1100,1300,1600,1900,2500,3200,3200,3200
"None","Aggregated","1582131601",15414,0,282.50,0.00,210,502,45,10383.10,602.02,230,360,670,800,1100,1400,1800,2000,2700,3200,3200,3200
"None","Aggregated","1582131603",15935,0,278.40,0.00,220,502,45,10383.10,604.53,240,370,690,810,1100,1400,1800,2000,2700,3200,3200,3200
"None","Aggregated","1582131605",16483,0,275.00,0.00,220,501,45,10383.10,605.00,250,410,690,820,1100,1400,1700,2000,2700,3200,3200,3200
"None","Aggregated","1582131607",17080,0,271.70,0.00,220,498,45,10383.10,600.83,250,390,670,800,1100,1400,1700,2000,2700,3200,3200,3200
"None","Aggregated","1582131609",17667,0,272.30,0.00,220,496,45,10383.10,598.18,250,400,690,810,1100,1300,1700,2000,2700,3000,3000,3000
"None","Aggregated","1582131611",18291,0,272.90,0.00,220,494,45,10383.10,595.42,250,380,650,790,1100,1300,1600,1900,2600,3000,3000,3000
"None","Aggregated","1582131614",18873,0,278.80,0.00,230,493,45,10383.10,602.67,270,380,580,740,1000,1200,1500,1800,2600,3700,3700,3700
"None","Aggregated","1582131616",19465,0,286.50,0.00,230,490,45,10383.10,600.52,280,400,550,670,950,1200,1400,1800,2700,3700,3700,3700
"None","Aggregated","1582131618",20093,0,291.50,0.00,230,488,45,10383.10,594.33,300,430,540,620,890,1100,1400,1700,2700,3700,3700,3700
"None","Aggregated","1582131620",20654,0,293.40,0.00,240,487,45,10383.10,589.32,350,460,550,620,850,1000,1400,1600,2700,3700,3700,3700
"None","Aggregated","1582131622",21247,0,290.60,0.00,240,486,45,10383.10,588.32,370,470,560,620,800,940,1200,1500,2500,2700,2700,2700
"None","Aggregated","1582131624",21898,0,286.90,0.00,240,484,45,10383.10,596.72,380,480,580,630,810,940,1200,1400,2300,2500,2500,2500
"None","Aggregated","1582131626",22563,0,289.50,0.00,240,481,45,10383.10,600.30,360,480,570,630,790,920,1100,1300,2000,2400,2400,2400
"None","Aggregated","1582131628",23242,0,295.00,0.00,240,478,45,10383.10,602.51,340,470,570,620,790,920,1100,1300,1700,1700,1700,1700
"None","Aggregated","1582131630",23830,0,303.00,0.00,250,477,45,10383.10,603.04,330,480,570,640,810,970,1200,1400,2000,2100,2100,2100
"None","Aggregated","1582131632",24521,0,304.00,0.00,250,474,45,10383.10,598.42,300,460,550,610,780,920,1200,1400,1900,2100,2100,2100
"None","Aggregated","1582131634",25214,0,316.20,0.00,250,471,45,10383.10,600.00,310,450,530,590,750,900,1100,1400,1900,2100,2100,2100
"None","Aggregated","1582131636",25906,0,321.40,0.00,250,469,45,10383.10,593.59,320,450,520,580,730,880,1100,1400,1900,2100,2100,2100
"None","Aggregated","1582131638",26557,0,323.20,0.00,260,467,45,10383.10,584.75,340,440,510,550,700,840,1000,1300,1800,2100,2100,2100
"None","Aggregated","1582131640",27237,0,318.90,0.00,260,465,45,10383.10,578.29,340,430,490,530,650,760,880,1000,1300,1800,1800,1800
"None","Aggregated","1582131643",27919,0,325.50,0.00,270,463,45,10383.10,573.36,340,420,490,530,620,720,840,920,1100,1200,1200,1200
"None","Aggregated","1582131645",28563,0,325.90,0.00,270,462,45,10383.10,571.00,350,420,490,520,620,710,820,900,1100,1200,1200,1200
"None","Aggregated","1582131647",29222,0,320.20,0.00,280,461,45,10383.10,572.54,360,420,480,510,610,700,790,860,1100,1200,1200,1200
"None","Aggregated","1582131649",29919,0,316.60,0.00,280,459,45,10383.10,572.00,360,420,460,500,590,670,770,850,1000,1200,1200,1200
"None","Aggregated","1582131651",30617,0,321.50,0.00,290,457,45,10383.10,568.94,370,420,450,480,560,640,730,820,980,1200,1200,1200
"None","Aggregated","1582131653",31281,0,319.20,0.00,290,456,45,10383.10,568.07,370,420,450,470,540,610,710,770,900,1100,1100,1100
"None","Aggregated","1582131655",31924,0,318.60,0.00,300,455,45,10383.10,564.99,370,420,450,470,530,590,660,720,870,930,930,930
"None","Aggregated","1582131657",32636,0,318.00,0.00,300,453,45,10383.10,562.58,370,410,450,460,520,580,650,710,860,930,930,930
"None","Aggregated","1582131660",33318,0,319.50,0.00,310,452,45,10383.10,557.73,370,410,440,460,520,580,670,740,970,1200,1200,1200
"None","Aggregated","1582131662",33922,0,322.60,0.00,310,451,45,10383.10,557.55,380,420,450,470,530,590,690,760,980,1200,1200,1200
"None","Aggregated","1582131664",34500,0,315.60,0.00,320,451,45,10383.10,562.10,390,430,460,480,530,600,700,800,1000,1200,1200,1200
"None","Aggregated","1582131666",35095,0,307.80,0.00,320,451,45,10383.10,570.05,400,430,460,480,540,610,720,820,1100,1200,1200,1200
"None","Aggregated","1582131668",35713,0,305.20,0.00,320,450,45,10383.10,577.30,410,440,470,490,550,620,760,850,1200,1400,1400,1400
"None","Aggregated","1582131670",36378,0,296.80,0.00,330,449,45,10383.10,578.58,410,440,470,490,540,610,760,850,1100,1400,1400,1400
"None","Aggregated","1582131672",37009,0,294.10,0.00,330,448,45,10383.10,575.32,400,430,460,480,530,590,710,830,1100,1400,1400,1400
"None","Aggregated","1582131674",37732,0,296.00,0.00,330,447,45,10383.10,568.99,390,420,450,470,520,570,650,760,1100,1400,1400,1400
"None","Aggregated","1582131676",38405,0,307.30,0.00,330,446,45,10383.10,564.06,380,420,440,460,520,570,640,700,1000,1400,1400,1400
"None","Aggregated","1582131678",39094,0,318.10,0.00,330,444,45,10383.10,560.97,370,410,440,460,520,570,630,690,830,1000,1000,1000
"None","Aggregated","1582131680",39735,0,322.80,0.00,340,444,45,10383.10,558.77,370,410,440,460,520,570,630,690,830,940,940,940
"None","Aggregated","1582131682",40353,0,322.30,0.00,340,444,45,10383.10,559.37,380,420,450,470,520,580,650,710,920,1100,1100,1100
"None","Aggregated","1582131685",40993,0,318.70,0.00,340,443,45,10383.10,561.39,400,430,470,490,550,600,670,740,950,1100,1100,1100
"None","Aggregated","1582131687",41632,0,305.30,0.00,340,443,45,10383.10,559.75,400,440,470,480,540,580,640,730,950,1100,1100,1100
"None","Aggregated","1582131689",42338,0,302.70,0.00,350,442,45,10383.10,558.72,390,430,460,480,530,570,630,710,950,1100,1100,1100
"None","Aggregated","1582131691",43052,0,305.40,0.00,350,441,45,10383.10,556.67,380,420,440,460,520,570,620,700,910,1100,1100,1100
"None","Aggregated","1582131693",43694,0,311.70,0.00,350,440,45,10383.10,555.13,380,410,440,450,510,550,600,650,870,910,910,910
"None","Aggregated","1582131695",44373,0,319.10,0.00,350,439,45,10383.10,551.19,370,400,420,440,490,540,600,650,870,910,910,910
"None","Aggregated","1582131697",45016,0,319.70,0.00,350,439,45,10383.10,548.46,380,410,430,450,500,540,600,650,820,870,870,870
"None","Aggregated","1582131699",45634,0,322.90,0.00,350,439,45,10383.10,552.00,390,420,440,450,500,550,610,720,990,1400,1400,1400
"None","Aggregated","1582131702",46325,0,310.80,0.00,350,438,45,10383.10,556.05,390,420,450,460,510,560,650,800,1000,1400,1400,1400
"None","Aggregated","1582131704",46948,0,310.10,0.00,350,438,45,10383.10,559.77,400,430,450,460,510,560,730,850,1300,1500,1500,1500
"None","Aggregated","1582131706",47586,0,305.60,0.00,360,437,45,10383.10,562.27,400,430,450,470,520,570,770,870,1400,1600,1600,1600
"None","Aggregated","1582131708",48253,0,302.20,0.00,360,437,45,10383.10,564.52,390,420,440,460,510,570,770,870,1400,1600,1600,1600
"None","Aggregated","1582131710",48947,0,305.10,0.00,360,436,45,10383.10,560.17,390,420,440,460,500,550,700,820,1300,1600,1600,1600
"None","Aggregated","1582131712",49678,0,311.00,0.00,360,435,45,10383.10,555.90,380,410,430,450,490,530,600,770,1200,1600,1600,1600
"None","Aggregated","1582131714",50309,0,312.40,0.00,360,435,45,10383.10,553.28,380,410,430,440,480,520,580,670,1000,1600,1600,1600
"None","Aggregated","1582131716",50957,0,317.30,0.00,360,434,45,10383.10,551.82,380,410,430,440,480,520,580,620,890,980,980,980
"None","Aggregated","1582131719",51628,0,319.30,0.00,360,434,45,10383.10,550.10,380,410,430,440,490,520,580,640,890,980,980,980
"None","Aggregated","1582131721",52301,0,319.00,0.00,360,433,45,10383.10,552.96,380,410,430,450,490,540,610,690,1000,1100,1100,1100
"None","Aggregated","1582131723",52945,0,318.00,0.00,360,433,45,10383.10,552.62,380,410,430,450,490,530,620,710,1000,1100,1100,1100
"None","Aggregated","1582131725",53584,0,313.80,0.00,360,433,45,10383.10,551.30,390,420,440,450,500,540,630,720,1000,1100,1100,1100
"None","Aggregated","1582131727",54197,0,312.60,0.00,360,432,45,10383.10,550.15,390,420,450,460,500,540,630,720,1000,1100,1100,1100
"None","Aggregated","1582131729",54870,0,311.50,0.00,360,432,45,10383.10,549.02,390,420,440,460,500,540,620,710,950,1000,1000,1000
"None","Aggregated","1582131731",55524,0,309.40,0.00,360,431,45,10383.10,547.06,390,420,440,450,500,540,620,680,950,1000,1000,1000
"None","Aggregated","1582131733",56178,0,310.00,0.00,360,431,45,10383.10,544.36,390,420,440,450,490,530,600,650,860,1000,1000,1000
"None","Aggregated","1582131735",56818,0,308.60,0.00,360,431,45,10383.10,544.49,390,420,440,450,500,540,600,680,860,950,950,950
"None","Aggregated","1582131737",57405,0,307.90,0.00,370,431,45,10383.10,548.42,390,420,450,470,530,600,670,740,1100,1200,1200,1200
"None","Aggregated","1582131740",58045,0,301.70,0.00,370,431,45,10383.10,550.47,400,430,460,480,540,610,700,800,1100,1200,1200,1200
"None","Aggregated","1582131742",58687,0,300.40,0.00,370,431,45,10383.10,552.90,400,430,460,480,550,620,720,820,1100,1200,1200,1200
"None","Aggregated","1582131744",59284,0,298.40,0.00,370,431,45,10383.10,554.79,400,440,460,480,540,620,730,850,1100,1200,1200,1200
"None","Aggregated","1582131746",60008,0,296.30,0.00,370,430,45,10383.10,555.46,390,420,440,460,500,540,640,810,1000,1100,1100,1100
"None","Aggregated","1582131748",60741,0,306.50,0.00,370,429,45,10383.10,551.57,380,410,430,450,490,530,590,760,1000,1100,1100,1100
"None","Aggregated","1582131750",61496,0,318.20,0.00,370,428,45,10383.10,548.68,370,400,420,440,480,520,560,640,880,1000,1000,1000
"None","Aggregated","1582131752",62217,0,326.30,0.00,370,427,45,10383.10,546.74,350,390,410,420,470,500,550,580,870,1000,1000,1000
"None","Aggregated","1582131754",62907,0,334.80,0.00,370,427,45,10383.10,545.43,350,380,400,410,450,490,530,560,860,980,980,980
"None","Aggregated","1582131756",63583,0,346.70,0.00,370,426,45,10383.10,546.62,360,390,400,420,460,500,540,600,920,1100,1100,1100
"None","Aggregated","1582131758",64233,0,340.50,0.00,370,426,45,10383.10,547.30,360,390,410,430,470,510,560,640,920,1100,1100,1100
"None","Aggregated","1582131761",64913,0,330.40,0.00,370,426,45,10383.10,546.73,370,410,430,440,490,530,580,680,920,1100,1100,1100
"None","Aggregated","1582131763",65640,0,324.80,0.00,370,425,45,10383.10,545.69,380,410,430,440,490,530,580,640,920,1100,1100,1100
"None","Aggregated","1582131765",66291,0,324.40,0.00,370,425,45,10383.10,544.90,380,410,430,450,500,540,590,650,920,1100,1100,1100
"None","Aggregated","1582131767",66950,0,320.20,0.00,370,425,45,10383.10,543.29,380,410,430,450,490,540,580,610,860,920,920,920
"None","Aggregated","1582131769",67638,0,321.90,0.00,370,424,45,10383.10,541.07,370,410,430,440,480,530,570,610,860,920,920,920
"None","Aggregated","1582131771",68322,0,323.40,0.00,370,424,45,10383.10,541.13,380,410,430,440,480,530,570,620,850,920,920,920
"None","Aggregated","1582131773",68999,0,319.80,0.00,370,423,45,10383.10,544.40,380,410,430,440,480,520,580,680,880,1100,1100,1100
"None","Aggregated","1582131775",69595,0,317.30,0.00,370,424,45,10383.10,546.45,390,410,430,450,490,530,620,760,890,1100,1100,1100
"None","Aggregated","1582131778",70311,0,312.20,0.00,370,423,45,10383.10,548.25,390,420,440,450,490,540,670,790,950,1100,1100,1100
"None","Aggregated","1582131780",71000,0,317.00,0.00,370,423,45,10383.10,549.45,380,410,440,450,500,540,670,790,950,1100,1100,1100
"None","Aggregated","1582131782",71692,0,315.30,0.00,370,422,45,10383.10,549.32,380,410,440,450,490,540,640,760,960,1100,1100,1100
"None","Aggregated","1582131784",72386,0,317.90,0.00,370,422,45,10383.10,546.54,380,410,430,440,480,520,570,670,900,1000,1000,1000
"None","Aggregated","1582131786",73038,0,319.60,0.00,370,422,45,10383.10,544.47,380,410,430,440,480,520,570,640,880,1100,1100,1100
"None","Aggregated","1582131788",73686,0,323.50,0.00,370,422,45,10383.10,543.19,380,410,430,440,480,520,570,640,880,1100,1100,1100
"None","Aggregated","1582131790",74326,0,317.30,0.00,370,422,45,10383.10,541.85,380,420,430,450,490,520,570,620,840,1100,1100,1100
"None","Aggregated","1582131792",74934,0,316.60,0.00,370,422,45,10383.10,542.57,390,420,440,460,490,530,590,650,890,1100,1100,1100
"None","Aggregated","1582131794",75589,0,310.70,0.00,370,421,45,10383.10,543.75,400,420,440,450,490,530,610,710,890,1100,1100,1100
"None","Aggregated","1582131797",76194,0,306.50,0.00,370,421,45,10383.10,543.38,400,430,450,460,510,560,630,740,920,960,960,960
"None","Aggregated","1582131799",76841,0,304.70,0.00,370,421,45,10383.10,542.51,400,430,450,470,510,570,640,750,920,930,930,930
"None","Aggregated","1582131801",77489,0,305.30,0.00,370,421,45,10383.10,542.09,390,430,450,460,520,570,630,740,920,930,930,930
"None","Aggregated","1582131803",78172,0,304.80,0.00,370,421,45,10383.10,541.09,390,420,440,460,510,560,620,690,920,990,990,990
"None","Aggregated","1582131805",78852,0,312.00,0.00,370,420,45,10383.10,539.11,390,420,440,460,520,560,620,660,920,990,990,990
"None","Aggregated","1582131807",79526,0,313.50,0.00,370,420,45,10383.10,538.64,380,410,430,440,490,530,580,640,860,990,990,990
"None","Aggregated","1582131809",80235,0,319.00,0.00,370,420,45,10383.10,540.94,370,400,420,430,470,510,570,650,870,990,990,990
"None","Aggregated","1582131811",80951,0,323.80,0.00,370,419,45,10383.10,543.28,360,390,410,430,470,510,580,660,840,950,950,950
"None","Aggregated","1582131813",81693,0,330.20,0.00,370,419,45,10383.10,544.15,360,390,410,420,470,510,590,670,870,1100,1100,1100
"None","Aggregated","1582131815",82379,0,333.00,0.00,370,418,45,10383.10,544.82,360,390,400,420,460,510,590,690,940,1100,1100,1100
"None","Aggregated","1582131817",83042,0,335.40,0.00,370,418,45,10383.10,545.52,360,390,410,420,470,510,600,680,850,1100,1100,1100
"None","Aggregated","1582131819",83726,0,334.80,0.00,370,418,45,10383.10,543.92,360,390,410,430,470,510,590,660,850,1100,1100,1100
"None","Aggregated","1582131822",84494,0,333.20,0.00,370,417,45,10383.10,541.52,360,390,410,430,470,510,570,630,850,970,970,970
"None","Aggregated","1582131824",85213,0,337.00,0.00,370,417,45,10383.10,540.27,360,390,410,430,470,510,570,610,850,970,970,970
"None","Aggregated","1582131826",85861,0,336.10,0.00,370,417,45,10383.10,539.62,360,390,410,430,470,510,550,580,830,950,950,950
"None","Aggregated","1582131828",86541,0,334.40,0.00,370,416,45,10383.10,540.00,370,400,420,430,470,510,560,600,820,950,950,950
"None","Aggregated","1582131830",87232,0,331.90,0.00,370,416,45,10383.10,540.84,370,400,420,430,470,510,560,640,860,950,950,950
"None","Aggregated","1582131832",87972,0,332.40,0.00,370,416,45,10383.10,540.44,370,400,420,430,470,510,550,660,860,950,950,950
"None","Aggregated","1582131834",88664,0,329.00,0.00,370,415,45,10383.10,540.05,370,400,410,430,470,510,560,660,850,920,920,920
"None","Aggregated","1582131836",89351,0,328.30,0.00,370,415,45,10383.10,539.38,370,390,410,430,470,520,570,640,860,920,920,920
"None","Aggregated","1582131839",90112,0,329.60,0.00,370,415,45,10383.10,537.78,360,390,410,420,470,520,560,610,790,900,900,900
"None","Aggregated","1582131841",90796,0,337.40,0.00,370,414,45,10383.10,536.69,360,390,410,430,470,520,570,620,850,900,900,900
"None","Aggregated","1582131843",91470,0,335.30,0.00,370,414,45,10383.10,538.63,370,400,420,430,480,520,580,640,910,1000,1000,1000
"None","Aggregated","1582131845",92117,0,328.20,0.00,370,414,45,10383.10,540.07,370,400,420,440,490,530,600,700,950,1000,1000,1000
"None","Aggregated","1582131847",92752,0,328.00,0.00,370,414,45,10383.10,541.40,380,410,430,450,490,540,630,770,950,1000,1000,1000
"None","Aggregated","1582131849",93436,0,321.40,0.00,370,414,45,10383.10,541.53,380,410,430,450,490,550,640,780,950,1000,1000,1000
"None","Aggregated","1582131851",94116,0,312.40,0.00,370,414,45,10383.10,541.47,380,410,440,450,490,550,630,770,950,990,990,990
"None","Aggregated","1582131853",94796,0,313.10,0.00,370,414,45,10383.10,542.34,380,410,430,440,490,550,620,740,970,1000,1000,1000
"None","Aggregated","1582131856",95490,0,316.20,0.00,370,413,45,10383.10,540.64,370,400,420,430,470,510,590,680,970,1000,1000,1000
"None","Aggregated","1582131858",96187,0,322.90,0.00,370,413,45,10383.10,539.07,370,400,420,440,490,560,660,710,970,1000,1000,1000
"None","Aggregated","1582131860",96865,0,322.50,0.00,370,413,45,10383.10,538.03,370,400,420,440,490,560,660,710,970,1000,1000,1000
"None","Aggregated","1582131862",97554,0,321.90,0.00,370,413,45,10383.10,537.62,370,400,420,440,490,560,640,700,770,970,970,970
"None","Aggregated","1582131864",98228,0,325.40,0.00,370,413,45,10383.10,538.51,380,400,430,440,500,570,680,730,1300,1500,1500,1500
"None","Aggregated","1582131866",98908,0,321.80,0.00,370,412,45,10383.10,538.66,370,400,420,430,470,510,580,710,1300,1500,1500,1500
"None","Aggregated","1582131868",99664,0,320.50,0.00,370,412,45,10383.10,538.04,360,390,410,430,470,510,590,710,1300,1500,1500,1500
"None","Aggregated","1582131870",100408,0,327.40,0.00,370,411,45,10383.10,537.64,360,390,410,420,460,510,580,710,1300,1500,1500,1500
"None","Aggregated","1582131872",101173,0,334.30,0.00,370,411,45,10383.10,536.99,350,370,400,410,450,500,570,690,1300,1500,1500,1500
"None","Aggregated","1582131875",101905,0,346.80,0.00,370,411,45,10383.10,535.34,340,370,390,400,440,480,530,570,840,1000,1000,1000
"None","Aggregated","1582131877",102541,0,352.30,0.00,370,411,45,10383.10,536.35,350,380,400,410,450,490,540,630,850,1000,1000,1000
"None","Aggregated","1582131879",103235,0,348.30,0.00,370,410,45,10383.10,537.83,360,390,410,420,460,500,560,690,890,1000,1000,1000
"None","Aggregated","1582131881",103942,0,340.90,0.00,370,410,45,10383.10,539.02,370,400,420,430,470,520,580,730,890,950,950,950
"None","Aggregated","1582131883",104664,0,332.90,0.00,370,410,45,10383.10,539.46,370,400,420,430,470,520,600,740,900,950,950,950
"None","Aggregated","1582131885",105351,0,330.00,0.00,370,410,45,10383.10,539.38,370,400,420,430,470,520,590,730,900,950,950,950
"None","Aggregated","1582131887",106029,0,323.60,0.00,370,410,45,10383.10,539.70,370,400,420,440,490,540,610,720,930,950,950,950
"None","Aggregated","1582131889",106746,0,323.30,0.00,370,409,45,10383.10,539.38,360,390,410,420,480,530,590,680,900,950,950,950
"None","Aggregated","1582131892",107498,0,331.80,0.00,370,409,45,10383.10,537.73,360,390,410,430,480,530,580,620,810,950,950,950
"None","Aggregated","1582131894",108220,0,336.30,0.00,370,409,45,10383.10,536.36,360,390,410,420,470,520,570,620,800,950,950,950
"None","Aggregated","1582131896",108867,0,338.20,0.00,370,409,45,10383.10,535.79,360,390,410,420,460,500,560,620,790,860,860,860
"None","Aggregated","1582131898",109579,0,336.20,0.00,370,408,45,10383.10,536.66,360,390,410,430,470,510,570,630,860,920,920,920
"None","Aggregated","1582131900",110266,0,338.50,0.00,370,408,45,10383.10,536.71,370,400,420,440,470,510,570,640,860,920,920,920
"None","Aggregated","1582131902",110952,0,334.00,0.00,370,408,45,10383.10,536.74,380,410,430,440,480,520,590,670,860,920,920,920
"None","Aggregated","1582131904",111596,0,325.00,0.00,370,408,45,10383.10,536.59,380,410,430,450,480,520,590,690,870,920,920,920
"None","Aggregated","1582131906",112245,0,317.20,0.00,370,408,45,10383.10,535.94,380,410,430,450,490,530,590,680,840,900,900,900
"None","Aggregated","1582131909",112934,0,317.30,0.00,370,408,45,10383.10,535.12,390,420,440,450,490,530,580,660,840,900,900,900
"None","Aggregated","1582131911",113608,0,316.00,0.00,370,408,45,10383.10,534.43,390,420,440,450,490,530,590,680,890,950,950,950
"None","Aggregated","1582131913",114283,0,314.40,0.00,370,408,45,10383.10,536.39,380,420,440,450,500,540,610,720,980,1100,1100,1100
"None","Aggregated","1582131915",114965,0,312.80,0.00,370,408,45,10383.10,537.07,380,410,430,450,490,530,600,730,980,1100,1100,1100
"None","Aggregated","1582131917",115530,0,315.60,0.00,370,408,45,10383.10,537.81,390,420,440,460,510,580,680,760,1000,1100,1100,1100
"None","Aggregated","1582131919",116173,0,310.10,0.00,370,408,45,10383.10,537.81,390,430,460,470,530,600,700,780,1000,1100,1100,1100
"None","Aggregated","1582131921",116823,0,301.90,0.00,370,408,45,10383.10,537.41,390,430,450,470,530,590,670,760,990,1100,1100,1100
"None","Aggregated","1582131924",117499,0,301.30,0.00,370,408,45,10383.10,537.39,400,430,460,480,540,610,670,760,970,1100,1100,1100
"None","Aggregated","1582131926",118247,0,301.70,0.00,370,408,45,10383.10,537.56,380,420,440,450,490,540,610,690,890,910,910,910
"None","Aggregated","1582131928",118968,0,311.80,0.00,370,407,45,10383.10,536.32,370,410,430,440,490,530,600,670,870,910,910,910
"None","Aggregated","1582131930",119725,0,322.00,0.00,370,407,45,10383.10,535.00,360,390,410,430,470,520,590,660,860,910,910,910
"None","Aggregated","1582131932",120473,0,337.30,0.00,370,407,45,10383.10,534.39,340,370,400,410,460,500,560,630,790,900,900,900
"None","Aggregated","1582131934",121173,0,346.30,0.00,370,406,45,10383.10,535.07,340,370,390,410,450,500,560,620,790,950,950,950
"None","Aggregated","1582131936",121855,0,350.50,0.00,370,406,45,10383.10,535.86,340,370,390,410,450,500,550,620,790,950,950,950
"None","Aggregated","1582131938",122553,0,346.80,0.00,370,406,45,10383.10,535.37,350,380,410,420,470,510,580,640,790,950,950,950
"None","Aggregated","1582131940",123266,0,342.60,0.00,370,406,45,10383.10,535.34,360,390,420,430,480,520,580,650,870,950,950,950
"None","Aggregated","1582131942",123974,0,332.90,0.00,370,406,45,10383.10,534.70,360,390,420,430,480,520,580,640,840,950,950,950
"None","Aggregated","1582131945",124667,0,331.90,0.00,370,406,45,10383.10,533.66,370,400,420,440,480,520,570,620,840,880,880,880
"None","Aggregated","1582131947",125271,0,332.70,0.00,370,406,45,10383.10,534.44,370,410,430,440,480,520,570,650,890,950,950,950
"None","Aggregated","1582131949",125983,0,326.70,0.00,370,405,45,10383.10,535.83,370,400,430,440,480,510,580,710,890,950,950,950
